"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"	"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"
"FLJ35390"	0.714426	0.343386	1.31119	2.60681	2.13661	0.437054	0.522477	0.550503	0.494359	0.306446
"FLJ35424"	0.00697803	0	0.00660556	0	0	0	0	0	0	0
"FLJ35776"	2.591	2.25404	1.55672	0.791677	1.6977	1.70881	1.5578	2.30586	1.86934	2.75516
"FLJ35946"	0.547865	0.160304	0.180818	0.0810297	0.0190236	0.0181564	0.212906	0.215834	0.286758	0.202025
"FLJ36000"	0	0	0	0.237317	0.0970668	0.231327	0	0	0	0
"FLJ36644"	0	0	0	0	0.0155463	0	0.054197	0.0934838	0.0641039	0.149085
"FLJ36777"	0.139496	0.0252157	0.0543117	0.009556	0.0179515	0	0.0250886	0.0119848	0.0123113	0
"FLJ37035"	0.260172	0.0561403	0.0777836	0.0637634	0.11236	0.100036	0.01044	0.0200229	0.0721053	0.0798585
"FLJ37201"	0.193547	0.104019	0.0918097	0.101867	0.0806935	0.278857	0.216923	0.135025	0.201981	0.259306
"FLJ37453"	3.73889	0.438816	2.52798	1.21619	0.730026	0.748824	1.49574	1.5562	1.38417	1.63189
"FLJ37505"	0	0	0	0	0	0	0	0.012765	0	0
"FLJ38109"	0.476074	0.148531	0.595831	0.194159	0.461916	0.527442	0.111852	0.11861	0.177919	0.0689959
"FLJ39051"	4.52865	3.26645	2.43206	1.73432	0.869856	2.08713	0.995897	0.899715	1.06717	1.14053
"FLJ39080"	0.124039	0	0.0469111	0	0	0	0.113787	0.0603853	0.0372155	0.0192289
"FLJ39534"	0.306394	0.216344	0.438351	0.301197	0.238376	0.312659	0.332209	0.338517	0.358559	0.285924
"FLJ39582"	1.3083	2.63617	1.65891	1.27442	1.18142	0.54586	1.04289	1.10408	1.43586	0.739785
"FLJ39639"	0.191837	0.0145632	0.168126	0.190253	0.0777314	0.096401	0.0009854	0.0311613	0.010684	0.016565
"FLJ39653"	0.555661	0.128008	0.469652	0.310994	0.546571	0.289664	0.222532	0.294212	0.22472	0.178013
"FLJ39739"	1.67309e-07	3.55217e-08	2.87234e-08	1.29466e-08	7.81905e-08	8.17942e-08	4.82677e-08	1.57663e-07	1.34885e-07	3.17399e-06
"FLJ39739"	0.919037	1.09719	0.567457	1.11049	1.50846	1.41998	1.59484	1.75705	1.93859	1.9336
"FLJ40194"	0	0	0	0	0	0.0630113	0.0479729	0.0431457	0.0864508	0.0667084
"FLJ40292"	0.112759	0.0209808	0.125767	0.310554	0.425969	0.492356	0.0314628	0.0896762	0.045949	0.0237315
"FLJ40434"	0	0	0	0	0	0	0	0.125769	0.127182	0.0982982
"FLJ40852"	0.347509	0.126592	0.262986	0.107905	0.135164	0.0806046	0.0589742	0.0564183	0.0695862	0.0719173
"FLJ41200"	0.00748399	0	0.0070812	0.0174278	0.0163745	0.00390567	0	0.0109375	0	0
"FLJ41278"	0.0107528	0	0	0.212717	0.447134	0.179516	0.0163512	0.0157429	0.0243391	0.025167
"FLJ41350"	0.0282484	0.0288574	0.0132824	0	0	0	0	0	0	0
"FLJ41484"	0.385543	0.157191	0.431282	0.713149	0.952029	0.495092	0.0525718	0.130309	0.0746543	0.0347404
"FLJ41649"	0	0	0	0	0	0	0.0829956	0.135813	0.0658676	0.10216
"FLJ41941"	0	0.00749048	0	0.0255313	0	0	0	0	0	0
"FLJ42102"	0.0446274	0.0041559	0.0230187	0.0566948	0.0390532	0.0359964	0.0496087	0.0276547	0.0791454	0
"FLJ42280"	0	0	0	0	0	0	0	0	0	0
"FLJ42289"	0.290578	0.0119108	0.409913	0.0135755	0.0118063	0	0.0539511	0.120757	0.0732635	0.107355
"FLJ42351"	0.0988417	0.447152	0.0900174	0.52378	1.50485	0.207544	0.655229	0.557968	0.684304	0.736602
"FLJ42392"	0.00677703	0	0	0	0	0	0.0103326	0.0198205	0.0203949	0.0158118
"FLJ42393"	0.00770753	0.00789682	0.0145824	0	0	0	0	0.0337862	0.0578785	0.0538358
"FLJ42627"	2.13959	1.37255	2.06517	0.5454	0.490876	0.618262	3.37981	3.12049	3.14665	2.98932
"FLJ42709"	0.426253	2.84723	0.305599	0.176367	0.279365	0.282334	0.464327	0.369753	0.348271	0.617792
"FLJ42875"	0.598207	0	0.721497	0	0	0.00948995	0	0	0.00687462	0.0106646
"FLJ42969"	0.0182039	0	0.00859921	0	0	0	0	0	0	0
"FLJ43315"	0	0	0	0	0	0	0	0	0	0
"FLJ43390"	0.00496487	0	0	0.00577297	0.0326114	0	0	0	0	0
"FLJ43663"	0.455926	0.341524	0.236402	5.70331	5.36227	4.84545	0.353157	0.348115	0.428593	0.244175
"FLJ43681"	1.3871	0.837001	1.32483	0.774518	0.492804	0.506591	0.60945	0.214065	0.293485	0.27647
"FLJ43826"	0	0	0.00895437	0.00549128	0.0206611	0	0.387087	0.656823	0.663249	0.77441
"FLJ43860"	0	0	0.00763756	0.0327588	0	0.0419699	0.0671245	0.0707623	0.140016	0.0283345
"FLJ43879"	0	0.0398046	0	0.00564296	0	0	0	0	0.0073265	0
"FLJ44054"	0	0.00599241	0	0	0	0	0	0	0	0
"FLJ44511"	0.408524	0.0742517	0.668192	0.101052	0.0105609	0.020137	0.271199	0.268569	0.328019	0.260066
"FLJ44635"	0.0307856	0	0.0364038	0.0179235	0.0420968	0.0401664	0.117546	0.101213	0.15027	0.215038
"FLJ45079"	0	0	0	0	0.00775931	0	0	0	0	0
"FLJ45340"	4.5422	1.29026	6.39552	4.85691	4.37147	4.73598	5.80913	4.84595	5.17469	3.58282
"FLJ45445"	2.39528	0.300978	4.58622	1.86391	0.775131	0.840793	7.34815	7.02369	6.87354	3.50344
"FLJ45513"	0.0418875	0.00858061	0.0316803	0.165862	0.109963	0.489722	0.192168	0.207979	0.33925	0.0779036
"FLJ45974"	0.0874317	0	0.0460709	0	0	0	0	0	0	0
"FLJ45983"	18.7477	0.186277	17.2044	0.170089	0.0172958	0.121894	0.0209612	0.0115495	0.0201449	0
"FLJ46066"	0	0	0	0	0	0	0	0	0	0
"FLJ46257"	0.0320395	0	0.0570245	0	0	0	0	0	0	0
"FLJ46300"	0.135254	0	0.104515	0.0116575	0	0	0.0532863	0.0366821	0.0151298	0.0469371
"FLJ46361"	0.00450321	0.00577572	0	0.0104781	0.00985686	0.0187928	0.00113944	0.00659792	0.0331299	0
"FLJ46446"	0	0.0933511	0	1.30437	0.320019	0.918782	0.485101	0.609894	0.753796	0.666295
"FLJ46906"	3.19693	1.84994	2.75094	0.0461072	0.258614	0.0825317	2.4207	2.39766	2.14093	1.87909
"FLJ90757"	4.14835	2.95761	4.35864	0.0659787	0.0548422	0.0552283	2.96984	3.09908	3.40066	2.71809
"FLNA"	279.47	333.714	713.368	99.3584	27.6031	29.131	247.569	228.457	241.165	154.717
"FLNB"	51.7445	196.927	112.711	14.9212	8.06239	6.97327	35.8135	36.2018	39.6544	27.9838
"FLNC"	0	0.0275534	0.0171972	0.0210189	0.0587278	0.0490249	4.53105	3.70138	3.8363	3.13892
"FLOT1"	27.8318	25.1678	43.4061	63.8943	59.0534	44.9043	42.1859	49.3989	46.8434	33.7839
"FLOT1"	0	0	0	0	0	0	0	0	0	0
"FLOT1"	0	0	0	0	0	0	0	0	0	0
"FLOT1"	0	0	0	0	0	0	0	0	0	0
"FLOT1"	0	0	0	0	0	0	0	0	0	0
"FLOT1"	0	0	0	0	0	0	0	0	0	0
"FLOT1"	0	0	0	0	0	0	0	0	0	0
"FLOT1"	0	0	0	0	0	0	0	0	0	0
"FLOT2"	24.9574	60.5105	45.0642	38.8294	21.6786	18.8179	72.2756	78.085	74.7718	51.2076
"FLRT1"	0.282632	0.0322112	0.342417	0.0791745	0.0916409	0.0764557	0.493324	0.62843	0.505622	0.257334
"FLRT2"	0	9.34624	0	0.00532333	0	0.0143255	1.2633	0.705681	0.698743	1.51612
"FLRT3"	1.84368	37.8211	1.00495	0	0.0384854	0	0.233515	0.178818	0.21094	0.214606
"FLT1"	0.158297	0	0.0790779	0.261857	0.16709	0.252494	25.1898	17.4498	20.6769	25.2155
"FLT3"	0.0306679	0	0.0748308	0.361875	0.153437	0.210255	0.27929	0.288887	0.238486	0.39053
"FLT3LG"	0.448273	1.4611	0.725403	4.94477	2.48645	2.34115	0.94105	1.17014	1.28442	0.798241
"FLT4"	0.316797	0.00380683	0.512746	0	0.0865363	0	2.56468	3.35862	3.64161	1.86643
"FLVCR1"	1.01022	2.01187	0.618862	2.2783	4.69773	3.68654	10.8847	9.89841	10.3057	12.8614
"FLVCR1-AS1"	0.727579	2.62219	0.562907	4.48105	1.35674	3.60567	9.42079	10.6259	8.72169	9.18501
"FLVCR2"	6.54585	0.247865	7.40515	1.6029	1.4782	1.65656	2.12659	2.80179	2.75441	2.09933
"FLYWCH1"	4.82741	7.81058	8.05049	5.01972	6.67398	1.31376	5.64357	5.0295	5.21173	2.85408
"FLYWCH2"	29.362	10.8069	40.3885	10.2084	10.1446	3.4945	10.9762	13.9475	11.4187	7.42535
"FMN1"	2.43272	0.427498	1.5938	0.0155422	0.0299815	0.0237934	0.230239	0.218721	0.248396	0.25474
"FMN2"	0.00256441	0	0	0.00298186	0	0	0.618078	0.436563	0.490398	0.380539
"FMNL1"	1.7523	1.31925	2.80116	26.2016	13.7607	11.401	1.92504	2.59284	2.66962	1.50334
"FMNL2"	2.90575	18.0082	1.20542	2.17848	1.79531	2.85737	13.1268	11.0657	11.8226	15.9204
"FMNL3"	1.10395	3.15382	1.33571	17.8289	15.8089	12.8906	4.22723	3.60692	3.87669	3.94956
"FMO1"	0	0	0	0	0	0	0.0126364	0.0362126	0.0371966	0.0384383
"FMO2"	0	0	0	0	0.00701803	0	0	0.00470202	0	0.0075398
"FMO3"	0	0	0	0.00991156	0	0	0	0	0	0
"FMO4"	0.706046	0.72322	0.520106	1.21424	0.700468	1.21691	0.552236	0.731445	0.788323	0.687359
"FMO5"	0.772957	0.218403	0.384705	0.140744	0.0738373	0.243088	0.0957019	0.08625	0.104239	0.173596
"FMO6P"	0	0	0	0	0	0	0	0	0	0
"FMO9P"	0	0	0	0	0	0	0	0	0	0
"FMOD"	0.00572255	0	0.0054234	0.153176	0.162808	0.0716564	0.0609534	0.0418788	0.0517758	0.0669163
"FMR1"	17.975	8.41104	6.52029	6.27978	6.67744	9.17213	7.77604	6.05593	7.19968	11.4342
"FMR1-AS1"	0.127236	0.0149741	0.0553134	0.111969	0.0713381	0.106759	0.0575996	0.103705	0.078337	0.068105
"FMR1NB"	0	0	0	0.0449914	0	0	0.0601341	0	0	0.0437083
"FN1"	20.8203	1621.91	17.1275	0.0829947	0.0955505	0.106922	25.676	18.663	20.6122	21.3442
"FN3K"	3.29574	0.657951	4.37555	0.120092	0.14073	0.161368	7.12805	11.5933	9.87329	5.8373
"FN3KRP"	24.9509	22.0454	26.3192	21.0243	12.8678	14.7665	13.5121	13.817	13.2822	12.2403
"FNBP1"	9.56301	3.775	9.60748	142.124	143.986	114.85	8.75967	7.29004	7.85901	8.25502
"FNBP1L"	11.3905	12.5061	5.42509	0.0290203	0.0951649	0.0259096	29.7244	24.7354	27.2498	34.8173
"FNBP4"	18.7738	8.72494	12.6232	15.3352	20.0805	17.1001	13.398	12.6462	13.7458	15.3409
"FNDC1"	0	0.00516626	0	0.0087739	0	0.0104936	0.0532616	0.0812119	0.110716	0.0651762
"FNDC3A"	5.97117	11.8179	3.65038	7.86285	11.7971	10.3428	5.86044	4.24164	4.79722	6.91839
"FNDC3B"	4.22357	18.2702	3.47007	1.13602	3.80601	1.05639	6.387	4.67141	5.36129	6.70973
"FNDC4"	0.0756328	14.2822	0.16307	0.0125916	0	0	8.11677	8.91232	8.25641	4.97159
"FNDC5"	0.395827	0.0406012	0.401216	0.052656	0.137741	0.165247	0.631828	0.732589	0.609429	0.785835
"FNDC7"	0.01115	0.00571748	0.0528427	0.00648782	0	0	0.0763267	0.10609	0.100912	0.0912973
"FNDC8"	0.247251	0.350869	0.24552	0.528681	0.780708	0.344391	0.381955	0.858655	0.489129	0.725766
"FNDC9"	0.0247949	0	0.0234435	0.0770021	0.253137	0.396862	0	0.0120709	0	0.0192191
"FNIP1"	4.35542	4.25433	1.64394	2.90034	6.24005	4.47245	1.67672	1.56813	1.78642	2.6931
"FNIP2"	1.33519	2.19599	1.17095	0.182863	0.0688552	0.208753	1.95593	1.55211	1.91247	1.9584
"FNTA"	14.8176	34.8337	7.69496	24.2741	26.832	21.4164	19.8156	22.5925	19.3111	20.9168
"FNTB"	6.81098	2.91792	8.94108	2.27399	2.25828	1.9897	4.28868	2.82099	2.44365	0.849488
"FOLH1"	0.0170072	0	0.00365429	0.0079193	0	0.0141993	0	0	0	0
"FOLH1B"	0.00448464	0	0.00423745	0.0104475	0	0	0	0.0130917	0	0
"FOLR1"	0.474978	1.1729	1.37426	0	0	0.0443353	0.409891	0.612476	0.433835	0.479066
"FOLR2"	0.0173362	0	0.0162551	0.485809	0.265177	0.326196	0	0	0.0510775	0
"FOLR3"	0	2.38523	0	0	0	0	0	0	0	0
"FOLR4"	0	0.115424	0.0263897	0	0	0	0	0.0408252	0.040976	0
"FONG"	0.567097	0.171114	0.431807	0.613627	0.275201	0.219642	0.0658019	0.242779	0.307154	0.332406
"FOPNL"	12.4045	10.8626	4.04843	8.91343	10.7911	10.2316	8.41198	7.05906	7.25513	12.9469
"FOS"	58.0983	33.2895	46.9452	3.34234	5.88766	2.39333	32.3992	14.0373	12.835	23.5836
"FOSB"	5.03218	0.668416	2.11232	2.4992	1.34999	0.335971	1.28748	0.398059	0.445199	1.2393
"FOSL1"	2.25735	85.9995	2.17012	0.668715	1.68105	0.316554	7.73439	6.73713	6.5116	5.25679
"FOSL2"	22.5454	19.81	31.2084	0.734518	0.239566	0.254704	1.27102	1.22145	1.10152	1.08659
"FOXA1"	104.516	0.061818	112.954	0.0127531	0	0	0.0250021	0.0240651	0.0330676	0.0128219
"FOXA2"	0.00720626	1.15291	0	0.00838992	0	0.0150423	0.054987	0.0526778	0.0433411	0.0503969
"FOXA3"	0.240151	0	0.201715	0.113962	0.0389133	0.222849	10.0615	14.5933	12.0336	8.03436
"FOXB1"	0	0	0.0118751	0.0294057	0	0	0.622037	0.899114	0.900101	0.319448
"FOXB2"	0	0	0	0	0	0	0.133926	0.0838602	0.14966	0.0330981
"FOXC1"	2.47929	4.78972	2.06276	0.337027	0.0859642	0.153671	0.0372954	0.0359535	0.00741553	0.0460112
"FOXC2"	0.0107322	2.36082	0.0101242	0.0125069	0	0	0.0164851	0	0.0320399	0
"FOXD1"	3.1609	6.4534	2.03958	0.0627624	0	0.0160743	0.211685	0.225026	0.185036	0.21514
"FOXD2"	0.34425	0.32591	0.35909	0.161819	0.0859041	0.0818695	0.0108128	0.0156928	0.0216125	0.0167673
"FOXD3"	0.443054	0	0.507401	0	0	0.0177885	9.03187	9.00731	8.22726	5.16819
"FOXD4"	0.179482	0.0493225	0.195666	0.0101234	0.0526674	0.0670093	0.0429214	0.0293053	0.0160587	0.0784144
"FOXD4L1"	0.18712	0.0130964	0.2075	0.0248214	0	0	0.0195601	0.00622381	0	0
"FOXD4L3"	0.0380034	0.0121246	0.0676603	0.0122502	0	0.00329422	0	0.00230537	0.00394844	0.00367251
"FOXD4L4"	0.0587422	0.00655869	0.0375845	0.00584717	0	0.0175399	0.00903165	0.0042797	0.0206743	0.0132538
"FOXD4L4"	0.0605694	0.00655869	0.0401825	0.00584717	0	0.0175399	0.00903165	0.0042797	0.0206743	0.0132538
"FOXD4L5"	0.0446733	0.00655869	0.0378443	0.0122259	0	0.0118204	0.0048632	0.0123041	0.0110263	0.00256524
"FOXD4L6"	0.07753	0.0161774	0.0636719	0.00979566	0	0.0223951	0.00240372	0.00184672	0.00950644	0.00491392
"FOXE1"	0.0146744	0.0551988	0	0.00569133	0	0.0204142	0	0.00716443	0.0221658	0
"FOXE3"	0.0714738	0	0.0422102	0.0208131	0	0.0373076	0.164122	0.208654	0.267694	0.124466
"FOXF1"	0.22935	0	0.293798	0.0157052	0	0	0.010284	0.00986455	0	0
"FOXF2"	0	0.0656649	0	0.0186611	0.0175295	0.0167271	0	0	0	0
"FOXG1"	0	0.0136962	0	1.4232	3.58161	0.725112	0.122208	0.107474	0.0603279	0.0623627
"FOXH1"	1.01561	0.304307	1.50334	0.196336	0.105388	0.167607	28.1773	31.4186	29.6059	17.8055
"FOXI1"	0.40268	0	1.12532	0	0	0.036692	0	0	0	0
"FOXI2"	0	0	0	0	0	0	1.83205	1.68559	1.70909	0.977619
"FOXI3"	0.23885	0.365864	0.694388	0	0	0	6.19441	5.87521	6.35263	4.61742
"FOXJ1"	0.0783697	0	0.0371087	0.00760211	0.0285818	0	2.8962	3.86864	2.73327	2.08867
"FOXJ2"	4.24475	4.51666	4.86022	3.36475	2.31665	2.52287	3.23613	2.74986	3.05311	3.01628
"FOXJ3"	7.97669	8.77994	6.0491	9.23926	9.34809	8.99165	10.2802	9.13023	9.54849	10.4243
"FOXK1"	5.37766	7.86048	5.49477	2.96961	5.38951	3.33159	1.38522	1.55579	1.66865	1.14932
"FOXK2"	16.9395	15.7562	23.7604	10.1047	9.16886	5.9886	12.9695	13.9462	14.3455	10.2622
"FOXL1"	0	1.13235	0	0.00620624	0	0	0.00810955	0.00780874	0.0321954	0.0249681
"FOXL2"	0.00586736	0.403107	0	0	0.0128403	0	0.509033	0.403573	0.371492	0.342936
"FOXM1"	37.7784	20.5396	50.9759	13.8407	6.6786	7.66581	49.0819	45.0912	45.3206	45.1771
"FOXN1"	0.242528	0	0.350608	0.0817184	0.0139662	0	0	0	0	0
"FOXN2"	2.41221	4.37403	0.71205	2.50884	4.61678	4.76642	1.70432	1.03268	1.44461	2.68438
"FOXN3"	5.4453	1.18859	3.26929	10.7091	9.36803	10.0164	20.5898	16.6023	19.7945	21.8746
"FOXN4"	0.0253005	0	0.0431868	0	0	0	0.153802	0.177849	0.22158	0.14222
"FOXO1"	5.436	1.50132	1.97574	4.02763	3.92922	3.54944	14.3606	12.3379	13.9004	15.7747
"FOXO3"	12.5506	7.8017	7.26898	2.32461	0.71875	2.21193	3.65717	3.36087	3.77804	3.88268
"FOXO3B"	2.22607	1.73904	1.68897	1.10162	0.445177	0.735706	2.67267	2.26728	2.48336	2.63979
"FOXO4"	1.52591	2.02214	1.15952	2.72952	2.09582	2.15533	9.77532	8.57669	8.70836	9.0141
"FOXP1"	13.0933	7.45467	7.06884	0.428588	1.08723	0.387764	2.89945	3.16092	2.19798	2.97868
"FOXP2"	0.00518064	0	0	0.275515	0.457648	0.167552	0.00782129	0.0191742	0.0195152	0.0305053
"FOXP3"	0.383345	0.27241	0.5077	0.151764	0.159715	0.0480144	0.19905	0.414514	0.259308	0.285637
"FOXP4"	10.7468	5.14715	15.8054	13.7543	7.54982	3.60842	7.389	7.24665	7.41667	4.2085
"FOXQ1"	0.0901876	3.17276	0.00711093	0	0	0	0.0229491	0.0109834	0.0225838	0.052518
"FOXR1"	0.09971	0	0.0623684	0.0193973	0.0363129	0.0347352	0	0	0	0
"FOXR2"	0	0	0	0	0.0134722	0	0	0	0	0
"FOXRED1"	10.1274	6.8912	15.2324	14.2151	9.73554	10.6343	27.3053	29.6465	27.7515	19.5035
"FOXRED2"	7.87423	2.19062	13.5779	3.78731	2.05621	1.87457	6.34756	7.2622	8.41762	4.72652
"FOXS1"	0	0.0144922	0	0	0	0	0.0219347	0.10308	0.14721	0.0651158
"FP588"	0.0601366	0.022747	0.0541216	0.125151	0.103938	0.125457	0.781284	1.05852	0.916379	0.543486
"FPGS"	31.8989	26.0701	49.6888	28.1457	16.4251	11.5052	25.6683	27.7295	24.6842	15.1135
"FPGT"	1.46204	2.48721	0.534144	2.06577	2.07702	3.04882	0.424843	0.468439	0.466123	0.609931
"FPGT-TNNI3K"	0.0190325	0.0180237	1.25454e-25	0.152687	0.234501	0.212561	0.0631346	0.0489648	0.0106105	0.0635447
"FPR1"	0	0.493171	0	0	0	0	0.043909	0	0.0420959	0
"FPR2"	0	0	0	0	0	0	0.0284523	0.0813093	0.0834183	0.0430919
"FPR3"	0.0275042	0	0.0325482	0.0240142	0.0150456	0.0287048	0.0314565	0	0.0103444	0.0962357
"FRA10AC1"	2.77064	4.43211	0.727203	5.04833	4.75108	5.32134	2.17431	1.89061	2.0399	3.65455
"FRAS1"	2.89506	3.05441	2.53186	0.00120485	0	0	25.9128	20.1976	23.5278	23.0351
"FRAT1"	2.57464	0.433223	2.67842	0.105953	0.170725	0.0814207	2.15984	2.0541	1.76194	1.29018
"FRAT2"	12.0066	3.28656	8.07361	1.00793	1.04238	0.978074	29.8606	30.3939	27.7272	26.5727
"FREM1"	0.0177844	0	0.0107664	0.00915127	0.0035402	0.00337208	0.39793	0.343835	0.356483	0.488453
"FREM2"	4.92427	0.0854437	6.60007	0.00931403	0.0109681	0.00417816	6.619	5.48914	6.89221	6.19178
"FREM3"	0.00497413	0	0	0.00289188	0.00544538	0.0103761	0.0150465	0.0146009	0.0151011	0.0117183
"FRG1"	9.75161	32.6849	2.5065	41.9	35.3871	44.8113	12.9783	13.9194	10.7942	17.2781
"FRG1B"	10.0594	8.55111	4.62202	11.2984	7.5663	13.9402	0.55841	0.168212	0.314648	0.749591
"FRG2"	0	0	0.0133178	0.142744	0.0554745	0.273534	0	0	0	0
"FRG2"	0	0	0	0	0	0	0	0	0	0
"FRG2B"	0	0	0.00711016	0.0267335	0	0.119583	0	0	0	0
"FRG2C"	0.00758246	0	0	0.0238157	0.0165854	0.015848	0.063872	0.0360251	0.0241542	0.0175367
"FRG2C"	0	0	0	0	0	0	0	0	0	0
"FRK"	0.673952	1.07358	0.404793	0.770389	0.948128	0.954458	0.0549683	0.0616361	0.0634795	0.0984447
"FRMD1"	0	0	0.0106871	0.00696407	0.0261891	0	0.109313	0.173301	0.243557	0.139857
"FRMD3"	0.269123	0.0269495	0.683092	0.0493318	0.0926008	0.0410737	0.242762	0.13572	0.174081	0.213442
"FRMD4A"	1.0184	4.27569	1.40505	4.71968	7.3311	3.23954	5.53366	5.32224	5.1745	5.23802
"FRMD4B"	0.50166	6.84471	0.302727	0.223827	2.97707	0.21063	1.13237	0.768254	0.889592	1.12068
"FRMD5"	1.09894	4.24801	1.29753	0.0363019	0.460397	0.130162	4.33365	3.76923	4.34194	4.10028
"FRMD6"	9.57403	23.4839	3.99993	0.421372	0.0604285	0.489503	2.92509	1.96326	2.34181	2.78205
"FRMD7"	0.0212485	0	0.0402908	0	0.0348784	0	0	0.00777777	0	0
"FRMD8"	9.11199	14.0888	12.3672	8.33223	8.36935	5.82673	5.17042	6.03675	6.11992	4.53095
"FRMPD1"	0.0338544	0.139018	0.0289388	0.0157497	0.0148228	0.0211888	0.169256	0.153913	0.169273	0.159187
"FRMPD2"	0.100949	0.141014	0.0377257	1.55001	0.609382	1.02195	0.0451229	0.062297	0.0652037	0.0661543
"FRMPD2P1"	0.00455357	0.00466241	0.00860406	0.553408	0.232414	0.484891	0.0139461	0.0155066	0.013639	0.0105688
"FRMPD2P1"	1.60605e-11	6.78104e-11	2.5433e-08	1.16263e-09	0.00700411	2.16235e-09	3.55122e-09	7.54519e-10	0	1.71995e-09
"FRMPD4"	0	0.127114	0	0	0.00423353	0	0.0408976	0.025551	0.0440731	0.0273636
"FRRS1"	0.501622	2.44594	0.49336	0.729864	3.8278	2.11407	1.26403	1.21351	1.15672	1.50163
"FRS2"	6.59437	4.45331	3.08222	1.62599	1.43908	1.38091	2.83631	2.31637	2.57758	3.63941
"FRS3"	0.421078	1.02029	0.742775	1.32019	1.06293	0.811446	1.76987	2.27101	1.76204	0.772321
"FRY"	0.103347	0.259218	0.0925435	0.319776	1.57971	0.209213	1.84481	1.3149	1.39158	1.70804
"FRYL"	4.31233	7.35297	2.96055	4.74628	4.70031	4.53283	3.29434	2.47667	2.7435	3.29424
"FRZB"	0.0372535	0.00636577	0.0117634	0.00722679	0.0271743	0	2.13713	1.9712	2.01099	2.34978
"FSCB"	0.0108255	0	0	0	0	0	0	0	0	0
"FSCN1"	11.5551	281.581	12.8954	158.2	97.4585	34.3808	147.139	149.195	134.727	81.598
"FSCN2"	1.16257	0.0331854	1.84079	0.867032	0.956919	0.361286	0.0490447	0.0630265	0.0484091	0.0999968
"FSCN3"	0	0	0.0177698	0.0438346	0	0.0196423	0.0864807	0.0960785	0.0422385	0.065457
"FSD1"	10.8446	1.07749	17.6084	1.2263	0.781516	0.504116	35.2761	39.7255	36.0816	22.3412
"FSD1L"	0.843187	0.907282	0.540054	5.27353	7.65387	5.96961	1.71855	1.21859	1.01192	1.57068
"FSD2"	0.00694773	0	0	0.186032	0.0304046	0.0725107	0.0105962	0.0304752	0	0.0162038
"FSHB"	0	0	0	0	0.0203955	0.0194692	0	0	0	0
"FSHR"	0	0	0	0	0	0.0133258	0.00972718	0	0	0.0298194
"FSIP1"	0.231801	0.60668	0.127141	0.0567986	0.0800943	0.0127312	0.306523	0.160657	0.110297	0.299332
"FSIP2"	0.0268385	0.126892	0.0138716	0.0481253	0.0520592	0.115142	0.127169	0.0574816	0.0513971	0.19768
"FST"	1.34057	115.826	0.930398	0	0	0	8.63971	7.98369	8.51216	10.0472
"FSTL1"	0.31123	32.2823	0.1747	0.0458966	0.0479752	0.018293	129.882	126.528	132.748	127.793
"FSTL3"	21.6402	47.669	29.4766	23.643	9.78657	10.3293	3.64799	4.26387	3.3705	1.94569
"FSTL4"	1.11553	0.24046	1.34232	0.0358371	0	0.00642871	1.06384	1.16628	1.15865	0.645244
"FSTL5"	0.0277645	0.00356218	0.0164798	0.00403593	0.0227921	0.00723954	0.168283	0.10179	0.136698	0.162467
"FTCD"	0.225349	0	0.382949	0.186456	0.0622406	0.0984917	1.13212	1.30916	1.29956	0.63317
"FTH1"	1398.63	4484.91	1282.24	942.428	431.53	514.653	831.911	865.693	808.293	818.854
"FTH1P3"	28.0205	20.0943	6.7179	8.25807	5.7222	8.32008	3.79518	13.3664	14.2049	3.6947
"FTHL17"	0	0	0	0	0	0	0	0	0	0
"FTL"	395.836	275.961	336.077	3071.15	1139.16	1960.57	1368.99	1240.35	1124.03	862.647
"FTLP10"	0.0122061	0	0	0	0.0266882	0	0	0	0	0
"FTMT"	0	0	0	0	0	0	0	0	0	0
"FTO"	3.62353	9.89599	2.96226	9.41894	9.45187	8.99252	9.09713	8.72528	9.09749	9.7824
"FTSJ1"	16.2803	43.4587	19.8835	19.2989	11.7714	11.1715	21.4849	20.3898	20.2934	18.8149
"FTSJ2"	27.4221	17.9801	22.5875	26.3618	25.9402	21.7206	18.6085	19.444	18.7844	19.8268
"FTSJ3"	60.2361	16.6149	79.3438	20.5606	9.66724	10.7721	37.1777	37.4974	36.0509	31.9911
"FTSJD1"	7.99849	5.69457	2.80392	4.7953	7.36037	7.67178	2.6184	1.99761	2.4149	3.34475
"FTSJD2"	15.8208	9.76271	16.9547	30.4088	23.5032	19.4664	14.0663	14.3662	14.5626	11.4852
"FTX"	2.19487	2.25806	1.39083	4.80524	3.13669	4.30334	6.50219	3.52755	2.83061	2.3236
"FUBP1"	50.4093	38.0596	34.7	47.7646	34.6253	41.1939	70.2035	53.4516	54.5586	76.8669
"FUBP3"	39.4692	22.041	32.7174	12.1429	11.3775	10.4886	26.5783	21.9487	23.7123	27.7414
"FUCA1"	11.7247	2.40697	8.57299	26.1679	27.6662	23.3077	3.22488	3.31063	2.90221	2.64509
"FUCA2"	37.8809	9.33392	30.9023	7.29895	12.0269	5.92035	24.1266	22.0435	22.432	23.7632
